date,ticker,spot_price,rsi_14,ma_200,above_200ma,rsi_pct,iv_pct,pc_pct,iv_current,pc_ratio,gex_b,gex_regime,zero_gamma,call_wall,put_wall,opportunity_score,signal,signal_detail
2026-04-01,AMZN,210.57,50.95,224.58,False,47.7,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-01,GOOGL,297.39,45.86,264.4,True,33.9,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 34%) | Above 200MA — uptrend intact [price-based only]
2026-04-01,META,579.23,36.49,685.69,False,23.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 23%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-01,MSFT,369.37,26.91,477.44,False,9.9,,,,,,,,,,3,NEUTRAL — mild dip in own history,"RSI extremely oversold vs own history (bottom 10%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-01,NVDA,175.75,42.19,179.65,False,25.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 25%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-01,TSLA,381.26,44.17,396.76,False,34.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 34%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-02,AAPL,255.92,59.42,249.15,True,63.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-02,AMZN,209.77,51.95,224.55,False,49.4,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-02,GOOGL,295.77,45.64,265.0,True,33.1,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 33%) | Above 200MA — uptrend intact [price-based only]
2026-04-02,META,574.46,40.11,685.05,False,29.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 29%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-02,MSFT,373.46,33.79,476.92,False,21.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 22%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-02,NVDA,177.39,46.9,179.82,False,38.9,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-02,TSLA,360.59,38.64,396.92,False,22.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 22%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-06,AAPL,258.86,59.73,249.46,True,63.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-06,AMZN,212.79,50.99,224.54,False,47.7,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-06,GOOGL,299.99,46.32,265.62,True,35.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-06,META,573.02,35.38,684.43,False,20.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 21%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-06,MSFT,372.88,28.95,476.39,False,14.2,,,,,,,,,,2,NEUTRAL — mild dip in own history,"RSI very oversold vs own history (bottom 14%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-06,NVDA,177.64,43.57,179.99,False,28.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 28%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-06,TSLA,352.82,34.53,397.1,False,14.0,,,,,,,,,,2,NEUTRAL — mild dip in own history,"RSI very oversold vs own history (bottom 14%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-07,AAPL,253.5,48.96,249.75,True,43.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-07,AMZN,213.77,48.58,224.55,False,42.1,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-07,GOOGL,305.46,46.39,266.28,True,35.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-07,META,575.05,37.02,683.83,False,23.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 24%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-07,MSFT,372.29,28.93,475.85,False,14.2,,,,,,,,,,2,NEUTRAL — mild dip in own history,"RSI very oversold vs own history (bottom 14%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-07,NVDA,178.1,45.5,180.15,False,33.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 34%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-07,TSLA,346.65,31.28,397.22,False,10.8,,,,,,,,,,2,NEUTRAL — mild dip in own history,"RSI very oversold vs own history (bottom 11%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-08,AAPL,258.9,62.41,250.04,True,70.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-08,AMZN,221.25,60.83,224.6,False,69.2,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-08,GOOGL,317.32,55.71,267.03,True,50.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-08,META,612.42,49.24,683.48,False,46.1,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-08,MSFT,374.33,35.15,475.33,False,24.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 25%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-08,NVDA,182.08,51.87,180.34,True,50.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-08,TSLA,343.25,31.99,397.33,False,11.6,,,,,,,,,,2,NEUTRAL — mild dip in own history,"RSI very oversold vs own history (bottom 12%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-09,AAPL,260.49,65.7,250.33,True,75.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-09,AMZN,233.65,69.5,224.73,True,87.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-09,GOOGL,318.49,56.69,267.8,True,52.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-09,META,628.39,54.91,683.13,False,54.4,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-09,MSFT,373.07,36.07,474.77,False,25.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 26%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-09,NVDA,183.91,55.95,180.54,True,58.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-09,TSLA,345.62,36.39,397.31,False,17.3,,,,,,,,,,2,NEUTRAL — mild dip in own history,"RSI very oversold vs own history (bottom 17%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-10,AAPL,260.48,67.47,250.63,True,79.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-10,AMZN,238.38,75.33,224.86,True,93.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-10,GOOGL,317.24,60.14,268.55,True,63.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-10,META,629.86,58.65,682.71,False,64.1,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-10,MSFT,370.87,39.49,474.17,False,31.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 31%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-10,NVDA,188.63,68.17,180.74,True,81.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-10,TSLA,348.95,41.97,397.35,False,29.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 30%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-13,AAPL,259.2,61.5,250.92,True,67.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-13,AMZN,239.89,74.03,225.0,True,93.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-13,GOOGL,321.31,61.58,269.3,True,65.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-13,META,634.53,57.49,682.34,False,61.2,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-13,MSFT,384.37,51.06,473.63,False,55.1,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-13,NVDA,189.31,66.44,180.92,True,78.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-13,TSLA,352.42,36.95,397.48,False,18.6,,,,,,,,,,2,NEUTRAL — mild dip in own history,"RSI very oversold vs own history (bottom 19%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-14,AAPL,258.83,60.65,251.21,True,65.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-14,AMZN,249.02,80.67,225.16,True,98.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-14,GOOGL,332.91,75.56,270.1,True,87.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-14,META,662.49,65.79,682.03,False,77.8,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-14,MSFT,393.11,66.12,473.11,False,79.4,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-14,NVDA,196.51,72.05,181.12,True,88.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-14,TSLA,364.2,42.06,397.67,False,30.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 30%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-15,AAPL,266.43,67.1,251.54,True,78.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-15,AMZN,248.5,78.67,225.28,True,97.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-15,GOOGL,337.12,76.61,270.89,True,88.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-15,META,671.58,66.86,681.72,False,79.7,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-15,MSFT,411.22,75.25,472.69,False,92.3,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-15,NVDA,198.87,71.38,181.33,True,87.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-15,TSLA,391.95,52.09,398.01,False,52.8,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-16,AAPL,263.4,62.18,251.83,True,68.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-16,AMZN,249.7,84.44,225.43,True,99.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-16,GOOGL,336.02,85.37,271.69,True,95.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-16,META,676.87,84.88,681.41,False,95.5,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-16,MSFT,420.26,82.49,472.3,False,97.5,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-16,NVDA,198.35,83.64,181.53,True,98.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-16,TSLA,388.9,56.33,398.37,False,60.8,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-17,AAPL,270.23,73.36,252.14,True,86.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-17,AMZN,250.56,97.55,225.58,True,100.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-17,GOOGL,341.68,93.75,272.52,True,100.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-17,META,688.55,96.46,681.26,True,98.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-17,MSFT,422.79,92.94,471.96,False,98.2,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-17,NVDA,201.68,92.81,181.77,True,100.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-17,TSLA,400.62,64.47,398.87,True,76.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-20,AAPL,273.05,78.4,252.44,True,92.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-20,AMZN,248.28,93.4,225.73,True,99.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-20,GOOGL,337.42,89.76,273.31,True,97.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-20,META,670.91,86.91,681.04,False,95.7,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-20,MSFT,418.07,87.22,471.59,False,98.0,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-20,NVDA,202.06,98.63,182.0,True,100.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-20,TSLA,392.5,63.73,399.25,False,74.7,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-21,AAPL,266.17,63.39,252.71,True,71.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-21,AMZN,249.91,92.63,225.86,True,99.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-21,GOOGL,332.29,81.3,274.08,True,92.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-21,META,668.84,82.55,680.79,False,94.4,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-21,MSFT,424.16,86.34,471.22,False,97.5,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-21,NVDA,199.88,91.26,182.2,True,99.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-21,TSLA,386.42,55.86,399.61,False,59.7,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-22,AAPL,273.17,67.06,253.02,True,78.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-22,AMZN,255.36,93.08,226.02,True,99.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-22,GOOGL,339.32,80.54,274.89,True,92.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-22,META,674.72,82.41,680.57,False,94.2,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-22,MSFT,432.92,88.63,470.89,False,98.0,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-22,NVDA,202.5,91.6,182.42,True,99.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-22,TSLA,387.51,52.68,400.07,False,54.7,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-23,AAPL,273.43,67.04,253.34,True,78.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-23,AMZN,255.08,94.02,226.2,True,99.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-23,GOOGL,338.89,81.96,275.71,True,92.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-23,META,659.15,76.78,680.27,False,90.9,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-23,MSFT,415.75,72.18,470.49,False,88.6,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-23,NVDA,199.64,83.34,182.62,True,97.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-23,TSLA,373.72,55.97,400.45,False,60.1,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-24,AAPL,271.06,62.01,253.64,True,67.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-24,AMZN,263.99,94.63,226.4,True,99.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-24,GOOGL,344.4,82.3,276.55,True,92.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-24,META,675.03,79.56,679.98,False,93.3,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-24,MSFT,424.62,74.97,470.1,False,90.2,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-24,NVDA,208.27,86.68,182.85,True,97.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-24,TSLA,376.3,61.21,400.86,False,71.1,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-27,AAPL,267.61,64.43,253.92,True,72.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-27,AMZN,261.12,89.96,226.6,True,98.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-27,GOOGL,350.34,82.42,277.42,True,92.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-27,META,678.62,79.74,679.73,False,93.3,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-27,MSFT,424.82,75.44,469.71,False,91.4,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-27,NVDA,216.61,88.8,183.11,True,98.2,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-27,TSLA,378.67,65.87,401.2,False,78.7,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-28,AAPL,270.71,62.67,254.21,True,69.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-28,AMZN,259.7,86.14,226.77,True,98.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-28,GOOGL,349.78,78.02,278.26,True,88.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-28,META,671.34,70.45,679.5,False,82.5,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-28,MSFT,429.25,76.0,469.34,False,91.8,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-28,NVDA,213.17,81.67,183.35,True,95.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-28,TSLA,376.02,66.36,401.51,False,79.6,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-29,AAPL,270.17,60.63,254.52,True,63.8,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-29,AMZN,263.04,83.3,226.96,True,97.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-29,GOOGL,349.94,77.63,279.11,True,87.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-29,META,669.12,65.63,679.24,False,75.7,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-29,MSFT,424.46,73.54,468.95,False,89.4,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-29,NVDA,209.25,74.76,183.58,True,89.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-29,TSLA,372.8,63.46,401.79,False,74.4,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-30,AAPL,271.35,61.64,254.83,True,66.1,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-30,AMZN,265.06,82.21,227.15,True,96.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-30,GOOGL,384.8,87.32,280.12,True,95.4,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-04-30,META,611.91,45.18,678.75,False,36.6,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-04-30,MSFT,407.78,64.93,468.46,False,75.3,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
